Serial,EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberofEngines,EngineType,FARDescription,Schedule,PurposeofFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseofFlight,ReportStatus,PublicationDate,Random
99,20190211X75025,Accident,ERA19LA096,2/8/2019,"Miami, FN",North America,25,-79,,N/A,Fatal(1),Destroyed,Airplane,N145GT,Convair,C131,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,Conquest Air Inc,1,1,,,VMC,,Factual,11/19/2019,0.297088162
100,20190209X55109,Accident,WPR19LA100,2/9/2019,"Watsonville, CA",North America,36.935833,-121.789722,CA66,Monterey Bay Academy,Non-Fatal,Substantial,Airplane,N11666,BELLANCA,7GCAA,No,,,Part 91: General Aviation,,Instructional,,,2,,,VMC,GO-AROUND,Preliminary,4/18/2019,0.532520792
101,20190226X45122,Accident,WPR19LA088,2/10/2019,"Laramie, WY",North America,41.2875,-105.6075,LAR,Laramie Rgnl,Non-Fatal,Substantial,Airplane,N549CJ,Lancair,IV,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,CLIMB,Preliminary,3/6/2019,0.63671716
102,20190210X05855,Accident,GAA19CA143,2/10/2019,"Woodruff, WI",North America,45.928056,-89.730834,ARV,LAKELAND/NOBLE F LEE MEMORIAL,Non-Fatal,Substantial,Airplane,N581CJ,Cessna,421,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,IMC,TAKEOFF,Probable Cause,9/26/2019,0.407599232
103,20190210X93720,Accident,GAA19CA136,2/10/2019,"Arlington, WA",North America,48.160833,-122.159167,AWO,Arlington Muni,Non-Fatal,Substantial,Airplane,N9101X,Cessna,182,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,2/25/2019,0.579154606
104,20190211X74304,Accident,ERA19TA098,2/10/2019,"Lignum, VA",North America,38.3975,-77.806667,,N/A,Non-Fatal,Substantial,Airplane,N7414N,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,2,VMC,MANEUVERING,Preliminary,3/5/2019,0.130161162
105,20190212X35227,Accident,CEN19WA081,2/10/2019,"Atizapán de Zaragoza, México, México, North America",North America,19.935277,99.485555,JJC,Atizapan de Zaragoza,Fatal(2),Substantial,Airplane,,CESSNA,150,No,1,Reciprocating,"Non-U.S., Non-Commercial",,,,2,,,,,MANEUVERING,Foreign,,0.879409051
107,20190211X15851,Accident,CEN19LA090,2/11/2019,"Richmond, IN",North America,39.750833,-84.852222,RID,Richmond Muni,Non-Fatal,Substantial,Airplane,N750TA,Beech,400,No,2,Turbo Fan,Part 91: General Aviation,,Business,,,,,3,IMC,LANDING,Preliminary,3/11/2019,0.996885025
108,20190218X11140,Accident,GAA19CA140,2/12/2019,"Slaton, TX",North America,33.485277,-101.661667,F49,Slaton Muni,Non-Fatal,Substantial,Airplane,N9184P,Piper,PA24,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.868623142
109,20191008X24345,Accident,WPR19WA271,2/13/2019,"Londiani, Kenya",Africa,-0.100278,35.621111,,,Fatal(5),Substantial,Airplane,,CESSNA,U206G,No,,,Unknown,,,,5,,,,,UNKNOWN,Foreign,,0.57038134
110,20190214X71012,Accident,GAA19CA138,2/13/2019,"Atlanta, GA",North America,34.013333,-84.593333,RYY,COBB COUNTY INTL-MCCOLLUM FIEL,Non-Fatal,Substantial,Airplane,N5223V,Cessna,172RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.764135427
111,20190315X00130,Accident,ERA19WA127,2/13/2019,"Belém City, State of Pará, South America",South America,-1.374445,-48.461667,SBBE,Belém/Val de Cans–Júlio Cezar,Fatal(1),Substantial,Airplane,,Cessna,210,No,1,,"Non-U.S., Non-Commercial",,Personal,,1,1,1,,VMC,APPROACH,Foreign,,0.175335363
113,20190225X83007,Accident,ANC19TA014,2/13/2019,"Anchorage, AK",North America,61.3,-150.54,,N/A,Non-Fatal,,Airplane,N40449,Piper,PA32R,No,,,Part 135: Air Taxi & Commuter,NSCH,,Sound Aviation,,1,,2,VMC,DESCENT,Preliminary,3/7/2019,0.221806824
114,20190225X42154,Accident,GAA19CA145,2/14/2019,"Lacon, IL",North America,41.018889,-89.385833,C75,MARSHALL COUNTY,Non-Fatal,Substantial,Airplane,N3708W,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.015288371
115,20190311X20635,Accident,WPR19LA094,2/15/2019,"Montague, CA",North America,41.73,-122.544444,,,Non-Fatal,Substantial,Airplane,N5849C,Cessna,402,No,2,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,,Redding Aero Enterprises Inc,,,,1,,,Preliminary,3/18/2019,0.777750342
116,20190216X92232,Accident,WPR19FA084,2/15/2019,"Ely, NV",North America,39.334166,-114.780556,,N/A,Fatal(2),Destroyed,Airplane,N917SR,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Preliminary,2/26/2019,0.671595818
117,20190216X00654,Accident,GAA19CA137,2/15/2019,"Sanford, FL",North America,28.779445,-81.235833,SFB,Orlando Sanford Intl,Non-Fatal,Substantial,Airplane,N572ND,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.520375382
118,20190218X11440,Accident,CEN19LA091,2/15/2019,"Horseshoe Bay, TX",North America,30.526945,-98.358889,,N/A,Non-Fatal,Substantial,Airplane,N737MC,Van's Aircraft,RV-8,Yes,1,,Part 91: General Aviation,,Personal,,,2,,,VMC,CRUISE,Preliminary,3/13/2019,0.291299076
119,20190215X45817,Accident,CEN19FA082,2/15/2019,"Canadian, TX",North America,35.906111,-100.573611,HHF,Hemphill County,Fatal(2),Destroyed,Airplane,N421NS,Cessna,421,No,2,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,,APPROACH,Preliminary,2/27/2019,0.378176328
122,20190219X93222,Accident,CEN19WA083,2/17/2019,"Roeldal, Norway",Europe,59.869723,6.721389,ENHD,Haugesund airport Karmoey,Fatal(2),Destroyed,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Non-Commercial",,,,2,,,,,CRUISE,Foreign,,0.854852823
123,20190219X80927,Accident,GAA19CA139,2/18/2019,"Eureka, AK",North America,61.774167,-147.123334,,N/A,Non-Fatal,Substantial,Helicopter,N350ST,AIRBUS,A350,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,Rota Aviation Consulting Llc (DBA: RAVCO),,,,1,VMC,MANEUVERING,Probable Cause,9/26/2019,0.01860044
124,20190220X73541,Accident,GAA19CA141,2/19/2019,"Clearwater, FL",North America,27.975834,-82.756389,CLW,Clearwater Air Park,Non-Fatal,Substantial,Helicopter,N512GS,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAXI,Probable Cause,9/26/2019,0.287753686
125,20190220X00053,Accident,GAA19CA142,2/20/2019,"Tulsa, OK",North America,36.039722,-95.9825,RVS,RICHARD LLOYD JONES JR,Non-Fatal,Substantial,Airplane,N381DE,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Business,,,,,1,VMC,GO-AROUND,Probable Cause,9/26/2019,0.107245971
126,20190221X00100,Accident,WPR19LA087,2/21/2019,"Kukuihaele, HI",North America,20.110833,-155.554167,,,Non-Fatal,Substantial,Helicopter,N506PH,MD HELICOPTER,369,No,,,Part 91: General Aviation,,Positioning,,,1,,,,APPROACH,Preliminary,3/27/2019,0.169520526
127,20190222X72357,Accident,WPR19FA086,2/21/2019,"Stallion Springs, CA",North America,35.0475,-118.596944,,N/A,Fatal(3),Substantial,Airplane,N533Q,Beech,55,No,2,Reciprocating,Part 91: General Aviation,,Business,,3,,,,,UNKNOWN,Preliminary,3/13/2019,0.544788613
128,20190226X32612,Accident,GAA19CA151,2/21/2019,"Morristown, NJ",North America,40.7975,-74.415833,MMU,Morristown Muni,Non-Fatal,Substantial,Airplane,N83AF,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Probable Cause,9/26/2019,0.257387288
129,20190221X91023,Accident,GAA19CA150,2/21/2019,"Scappoose, OR",North America,45.771111,-122.861944,SPB,Scappoose Industrial Airpark,Non-Fatal,Substantial,Airplane,N7822D,Piper,PA22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.908554625
130,20190225X31750,Accident,GAA19CA146,2/21/2019,"Livermore, CA",North America,37.693333,-121.820278,LVK,Livermore Muni,Non-Fatal,Substantial,Airplane,N8644T,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,9/26/2019,0.881029797
132,20190221X55457,Accident,ERA19TA105,2/21/2019,"Frankfort, KY",North America,38.183056,-84.9,FFT,Capital City Airport,Non-Fatal,Substantial,Airplane,N7KY,Beech,76,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,1,VMC,GO-AROUND,Factual,10/25/2019,0.983101276
134,20190221X83232,Accident,CEN19LA085,2/21/2019,"ENGLEWOOD, CO",North America,39.563889,-104.843889,APA,CENTENNIAL,Non-Fatal,Substantial,Airplane,N108TE,TECNAM,P92,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,1,,1,VMC,TAKEOFF,Preliminary,6/24/2019,0.660276734
135,20190222X83326,Accident,CEN19FA084,2/21/2019,"Goshen, IN",North America,41.527778,-85.757222,GSH,,Fatal(1),Destroyed,Airplane,N4922K,Piper,PA32R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,2/25/2019,0.127730074
136,20190222X55914,Accident,GAA19CA144,2/22/2019,"Ridgeland, SC",North America,32.494166,-80.991111,3J1,RIDGELAND-CLAUDE DEAN,Non-Fatal,Substantial,Airplane,N201AZ,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Probable Cause,9/26/2019,0.746842796
137,20190222X83745,Accident,CEN19LA086,2/22/2019,"Colby, KS",North America,39.427223,-101.052778,CBK,Shalz Field Airport,Non-Fatal,Substantial,Airplane,N62069,Beech,65,No,2,Reciprocating,Part 91: General Aviation,,Positioning,,,,,1,IMC,TAKEOFF,Factual,3/18/2019,0.224643707
138,20190228X40937,Accident,GAA19CA153,2/23/2019,"Princeton, NJ",North America,40.399166,-74.658889,39N,PRINCETON,Non-Fatal,Substantial,Airplane,N5338N,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,VMC,LANDING,Probable Cause,9/26/2019,0.016332779
139,20190225X82034,Accident,GAA19CA147,2/23/2019,"Aberdeen, SD",North America,45.534722,-98.613056,,N/A,Non-Fatal,Substantial,Airplane,N37716,Porterfield,CP 65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,1,VMC,LANDING,Probable Cause,11/6/2019,0.123736047
140,20190315X01609,Accident,ERA19WA128,2/23/2019,"Jacareacanga County, South America",South America,-7.076667,-57.295,,,Fatal(2),Substantial,Airplane,,Cessna,T182,No,,,Unknown,,,,2,,,,,,Foreign,,0.774871496
141,20190223X42246,Accident,ERA19FA107,2/23/2019,"Mansfield, MA",North America,42.004444,-71.199722,1B9,Mansfield Municipal Airport,Fatal(2),Substantial,Airplane,N224TA,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,TAKEOFF,Probable Cause,11/6/2019,0.357449206
142,20190223X41250,Accident,ERA19FA106,2/23/2019,"Winter Haven, FL",North America,28.056111,-81.753333,GIF,Winter Haven'S Gilbert,Fatal(1),Destroyed,Airplane,N65NE,STOL Aircraft Corp,UC-1,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,1,1,1,,VMC,TAKEOFF,Preliminary,3/7/2019,0.829868922
144,20190225X45306,Accident,GAA19CA149,2/24/2019,"Springfield, IL",North America,39.841666,-89.675,SPI,ABRAHAM LINCOLN CAPITAL,Non-Fatal,Substantial,Airplane,N8436S,Zenair,ZENITH STOL CH 701,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,,,,1,VMC,TAXI,Probable Cause,11/6/2019,0.847079365
145,20190226X32911,Accident,GAA19CA152,2/25/2019,"Ridgeland, SC",North America,32.491111,-80.993611,3J1,RIDGELAND-CLAUDE DEAN,Non-Fatal,Substantial,Airplane,N10044,Cessna,185,No,1,Reciprocating,Public Aircraft,,Public Aircraft - Federal,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.583236266
146,20190225X45627,Accident,GAA19CA148,2/25/2019,"Bellingham, WA",North America,48.795555,-122.533056,BLI,Bellingham Intl,Non-Fatal,Substantial,Airplane,CFHGQ,CESSNA,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,,Probable Cause,11/6/2019,0.469968235
147,20190226X00954,Accident,ERA19LA109,2/26/2019,"Louisville, KY",North America,38.228056,-85.663611,LOU,Bowman Field Airport,Non-Fatal,Substantial,Airplane,N2184X,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Preliminary,3/15/2019,0.611023191
149,20190228X14525,Accident,CEN19LA087,2/27/2019,"Devine, TX",North America,29.275,-98.8775,N/A,Private Airstrip,Non-Fatal,Substantial,Airplane,N1778,Warner Aerocraft,Space Walker II,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,MANEUVERING,Preliminary,3/12/2019,0.636516232
150,20190228X53927,Accident,GAA19CA154,2/28/2019,"Floodwood, MN",North America,46.976945,-92.83,PVT,PVT,Non-Fatal,Substantial,Airplane,N111YT,Denney,KITFOX MDL CLASSICIV,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.456133927
151,20190228X70708,Accident,ERA19TA111,2/28/2019,"West Palm Beach, AO",North America,26.659444,-79.688055,,N/A,Non-Fatal,Substantial,Airplane,N1563X,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Factual,4/1/2019,0.673506525
152,20190228X71730,Accident,ERA19TA110,2/28/2019,"TULLAHOMA, TN",North America,35.345833,-86.270278,THA,Tullahoma Rgnl Arpt/Wm Norther,Non-Fatal,Substantial,Helicopter,N260MW,SIKORSKY,HH-60L,No,2,Turbo Shaft,Part 91: General Aviation,,Ferry,,,2,,,IMC,CRUISE,Preliminary,3/28/2019,0.976391937
153,20190228X04828,Accident,CEN19FA088,2/28/2019,"Shreveport, LA",North America,32.548611,-93.761389,DTN,Shreveport Downtown,Fatal(2),Substantial,Airplane,N428CD,Piper,PA46,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,2,,,,IMC,TAKEOFF,Preliminary,3/11/2019,0.776334165
154,20190305X14814,Accident,WPR19LA092,3/1/2019,"Melba, ID",North America,43.426945,-116.621111,MAN,Nampa Muni,Non-Fatal,Substantial,Airplane,N6486J,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,MANEUVERING,Preliminary,4/4/2019,0.271523555
155,20190302X82302,Accident,ERA19FA113,3/1/2019,"Louisburg, NC",North America,36.001944,-78.354722,LHZ,Triangle North Executive,Fatal(3),Destroyed,Airplane,N26617,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,IMC,TAKEOFF,Preliminary,3/11/2019,0.313629152
156,20190302X81245,Accident,ERA19FA112,3/1/2019,"Fort Lauderdale, FL",North America,26.166111,-80.101111,,N/A,Fatal(1),Destroyed,Airplane,N145AB,PIPER,PA25,No,1,Reciprocating,Part 91: General Aviation,,Banner Tow,,1,,,,VMC,MANEUVERING,Preliminary,3/14/2019,0.710367113
157,20190302X55746,Accident,GAA19CA162,3/2/2019,"Scottsdale, AZ",North America,33.626389,-111.905833,SDL,SCOTTSDALE,Non-Fatal,Substantial,Airplane,N9404F,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,GO-AROUND,Probable Cause,11/6/2019,0.180878509
158,20190305X22343,Accident,GAA19CA155,3/2/2019,"Palmer, AK",North America,61.798055,-149.503333,,N/A,Non-Fatal,Substantial,Airplane,N53910,Champion,8GCBC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.946323353
159,20190302X03307,Accident,ERA19TA114,3/2/2019,"Merritt Island, FL",North America,28.341389,-80.685277,COI,Merritt Island,Non-Fatal,Substantial,Airplane,N93XL,REMPE,KITFOX,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,LANDING,Factual,5/17/2019,0.439439055
162,20190303X31449,Accident,CEN19LA092,3/3/2019,"Union Center, SD",North America,44.564722,-102.661389,,N/A,Non-Fatal,Substantial,Helicopter,N450AM,Bell,407,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,Air Methods Corp (DBA: Black Hills Life Flight),,,1,2,VMC,,Factual,1/13/2020,0.093673468
164,20190319X95950,Accident,CEN19WA105,3/4/2019,"Lagunilla, Costa Rica",North America,9.981389,85.268611,,N/A,Non-Fatal,Substantial,Airplane,,PIPER,PA34,No,,,"Non-U.S., Non-Commercial",,,,,,,2,,TAKEOFF,Foreign,,0.595208378
166,20190306X91402,Accident,ERA19TA120,3/5/2019,"Atlantic Ocean, AO",North America,21.233334,-70.849722,,N/A,Non-Fatal,Substantial,Airplane,N345DM,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,VMC,,Factual,1/2/2020,0.40268602
167,20190306X84237,Accident,ERA19LA119,3/5/2019,"Stateboro, GA",North America,32.475278,-81.730556,TBR,Statesboro-Bulloch County,Non-Fatal,Destroyed,Airplane,N101WV,OSTERTAG WALTER G,Velocity RG,Yes,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,1,VMC,LANDING,Factual,4/2/2019,0.934043951
168,20190305X64637,Accident,ERA19FA118,3/5/2019,"Talking Rock, GA",North America,34.533334,-84.5225,,N/A,Fatal(1),Substantial,Helicopter,N89ZC,Hughes,369,No,,Turbo Shaft,Part 133: Rotorcraft Ext. Load,,External Load,,1,,,,VMC,MANEUVERING,Preliminary,3/14/2019,0.189559181
169,20190305X45612,Accident,ERA19FA116,3/5/2019,"Fellsmere, FL",North America,27.715,-80.527223,,N/A,Fatal(1),Substantial,Airplane,N556PU,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,,,,IMC,TAKEOFF,Preliminary,3/20/2019,0.847059062
170,20190306X00748,Accident,CEN19FA093,3/5/2019,"Summersville, MO",North America,37.179167,-91.661944,,N/A,Fatal(1),Substantial,Airplane,N7369W,PIPER,PA28,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,3/11/2019,0.136201121
171,20190306X55846,Accident,CEN19LA101,3/6/2019,"Granite Shoals, TX",North America,30.589444,-98.370278,2G5,Granite Shoals Airport,Non-Fatal,Substantial,Airplane,N6917F,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Ferry,,,,1,2,VMC,TAKEOFF,Preliminary,3/28/2019,0.079900026
173,20190307X15558,Accident,GAA19CA158,3/7/2019,"Wyndmere, ND",North America,46.459167,-97.185277,,N/A,Non-Fatal,Substantial,Airplane,N726,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Other Work Use,,,,,2,VMC,MANEUVERING,Probable Cause,11/6/2019,0.955981607
174,20190308X14357,Accident,GAA19CA157,3/7/2019,"Superior, WI",North America,46.695,-92.095,SUW,RICHARD I BONG,Non-Fatal,Substantial,Airplane,N522DN,Piper,PA22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Probable Cause,11/6/2019,0.385380911
175,20190307X12249,Accident,GAA19CA156,3/7/2019,"Marysville, OH",North America,40.224445,-83.351667,MRT,Union County,Non-Fatal,Substantial,Airplane,N102XP,James A Gray,Just Aircraft,Yes,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.694845164
177,20190309X93709,Accident,WPR19FA093,3/8/2019,"Pahokee, FL",North America,26.790277,-80.692777,,,Fatal(5),Destroyed,Airplane,N5894Y,Piper,PA23,No,,Reciprocating,Part 91: General Aviation,,Unknown,,5,,,,VMC,CRUISE,Preliminary,3/18/2019,0.051258241
179,20190309X20712,Accident,GAA19CA160,3/8/2019,"Rushville, NE",North America,42.459167,-102.501111,,N/A,Non-Fatal,Substantial,Airplane,N8566D,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Probable Cause,11/6/2019,0.342606344
180,20190311X63755,Accident,ERA19LA125,3/8/2019,"Orlando, FL",North America,28.822778,-81.808333,LEE,Leesburg Intl,Non-Fatal,Substantial,Airplane,N45MJ,Piper,PA31,No,2,Reciprocating,Part 91: General Aviation,,Flight Test,,,,,1,,TAXI,Preliminary,4/5/2019,0.152471289
181,20190309X73146,Accident,GAA19CA171,3/9/2019,"Chandler, AZ",North America,33.270834,-111.806944,CHD,CHANDLER MUNI,Non-Fatal,Substantial,Airplane,N732SJ,Cessna,T210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.770834095
182,20190309X35055,Accident,GAA19CA166,3/9/2019,"Land O' Lakes, WI",North America,46.189166,-89.250556,LNL,KINGS LAND O'LAKES,Non-Fatal,Substantial,Airplane,N52047,Cessna,177RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,VMC,,Probable Cause,11/6/2019,0.770267006
183,20190309X72957,Accident,GAA19CA159,3/9/2019,"Pullman, WA",North America,46.735833,-117.088055,,N/A,Non-Fatal,Substantial,Airplane,N4100Z,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,LANDING,Probable Cause,11/6/2019,0.700759224
184,20190310X83114,Accident,ERA19WA121,3/9/2019,"Vereda La Bendicion, South America",South America,3.568611,-73.066945,,N/A,Fatal(14),Destroyed,Airplane,,DOUGLAS,DC3,No,,,"Non-U.S., Commercial",NSCH,,,14,,,,UNK,,Foreign,,0.279756015
185,20190312X51344,Accident,ERA19TA122,3/9/2019,"Chamblee, GA",North America,33.872778,-84.300556,PDK,Dekalb-Peachtree,Non-Fatal,Substantial,Airplane,N505GF,Gulfstream,GIV,No,2,Turbo Fan,Part 91: General Aviation,,Executive/Corporate,,,,,14,VMC,LANDING,Factual,10/21/2019,0.495899948
186,20190310X00926,Accident,ERA19LA194,3/9/2019,"Mount Holly, NJ",North America,39,-74,VAY,South Jersey Regional,Non-Fatal,Substantial,Airplane,N7367G,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,7/5/2019,0.088773533
188,20190309X14003,Accident,CEN19FA094,3/9/2019,"Longview, TX",North America,32.461111,-94.539166,,N/A,Fatal(4),Destroyed,Airplane,N922EJ,Cessna,T337,No,2,Reciprocating,Part 91: General Aviation,,Personal,,4,,,,VMC,CRUISE,Preliminary,3/14/2019,0.876946937
195,20190310X35358,Accident,CEN19FA095,3/10/2019,"Galliano, LA",North America,29.422778,-90.178334,,N/A,Fatal(2),Destroyed,Helicopter,N577AL,BELL,407,No,1,,Part 135: Air Taxi & Commuter,NSCH,,BRISTOW US LLC,2,,,,,,Preliminary,3/19/2019,0.576709013
198,20190313X04852,Accident,GAA19CA172,3/11/2019,"Oskaloosa, IA",North America,41.226111,-92.493889,OOA,Oskaloosa Muni,Non-Fatal,Substantial,Airplane,N334SL,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.027513147
199,20190311X02433,Accident,GAA19CA163,3/11/2019,"PARMA, ID",North America,43.778889,-116.938611,50S,Parma,Non-Fatal,Substantial,Airplane,N400DQ,Air Tractor,AT 400A,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,LANDING,Probable Cause,11/6/2019,0.762647491
200,20190311X60909,Accident,GAA19CA161,3/11/2019,"Benton, KS",North America,37.774445,-97.113333,1K1,Lloyd Stearman Field,Non-Fatal,Substantial,Airplane,N4431C,Cessna,L19,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,1,VMC,LANDING,Probable Cause,11/6/2019,0.201332552
